utc,x_teme_m,y_teme_m,z_teme_m,vx_teme_mps,vy_teme_mps,vz_teme_mps,x_ecef_m,y_ecef_m,z_ecef_m,vx_ecef_mps,vy_ecef_mps,vz_ecef_mps,lat_deg,lon_deg,alt_m
2026-03-27T00:22:50+00:00,4650536.463987877,1324218.618360594,4711586.390724539,,,,-4811241.226611361,-482703.02614434576,4711586.390724539,,,,44.438453168079334,-174.2707908962414,383605.83004461136
2026-03-27T00:23:00+00:00,4657735.00561167,1395520.846926145,4683822.366483572,,,,-4831311.219710077,-548092.79780831,4683822.366483572,,,,44.1102820802781,-173.52769609909248,383488.9744925676
2026-03-27T00:23:10+00:00,4664331.476135565,1466642.6908482604,4655451.149709063,,,,-4850854.567717848,-613383.1304645534,4655451.149709063,,,,43.776762720960946,-172.7932839324483,383371.1742396997
2026-03-27T00:23:20+00:00,4670324.9991771085,1537574.9487807276,4626476.3948747935,,,,-4869868.581455999,-678566.3714069893,4626476.3948747935,,,,43.438013835103725,-172.06749413452536,383252.48525548633
2026-03-27T00:23:30+00:00,4675714.776221999,1608308.4443942094,4596901.834356812,,,,-4888350.622993767,-743634.9289583624,4596901.834356812,,,,43.09415265962969,-171.3502592818586,383132.9642503606
2026-03-27T00:23:40+00:00,4680500.086533567,1678834.0250214697,4566731.279009536,,,,-4906298.116759644,-808581.1852196965,4566731.279009536,,,,42.7452948649687,-170.6415063127823,383012.6686517447
2026-03-27T00:23:50+00:00,4684680.28744816,1749142.5651929507,4535968.616716919,,,,-4923708.54564867,-873397.5420628412,4535968.616716919,,,,42.391554481616055,-169.94115646530562,382891.6565713864
2026-03-27T00:24:00+00:00,4688254.814333711,1819224.9656755743,4504617.812826914,,,,-4940579.442655919,-938076.4631234704,4504617.812826914,,,,42.03304385673414,-169.24912525390093,382769.986779985
2026-03-27T00:24:10+00:00,4691223.180795725,1889072.156420555,4472682.908895385,,,,-4956908.406429924,-1002610.390163055,4472682.908895385,,,,41.66987359899599,-168.56532389377006,382647.7186746681
2026-03-27T00:24:20+00:00,4693584.978705758,1958675.0968650512,4440168.0225623865,,,,-4972693.094889305,-1066991.7860283111,4440168.0225623865,,,,41.3021525438207,-167.88965922738748,382524.9122506622
2026-03-27T00:24:30+00:00,4695339.878293438,2028024.7776349345,4407077.346794219,,,,-4987931.215757449,-1131213.1798499697,4407077.346794219,,,,40.92998771825496,-167.22203361844032,382401.62807010487
2026-03-27T00:24:40+00:00,4696487.628179869,2097112.2204736166,4373415.149954959,,,,-5002620.548326618,-1195267.0648715433,4373415.149954959,,,,40.5534843216753,-166.56234652266645,382277.92723370716
2026-03-27T00:24:50+00:00,4697028.0554759195,2165928.480835448,4339185.774602479,,,,-5016758.918331313,-1259146.0174917297,4339185.774602479,,,,40.17274569818274,-165.91049349576508,382153.8713473063
2026-03-27T00:25:00+00:00,4696961.065802967,2234464.6488650744,4304393.637015124,,,,-5030344.221681353,-1322842.595358076,4304393.637015124,,,,39.787873322959165,-165.2663677213453,382029.5224909168
2026-03-27T00:25:10+00:00,4696286.64331896,2302711.8500285624,4269043.2268986255,,,,-5043374.4152299855,-1386349.3817510922,4269043.2268986255,,,,39.39896679583075,-164.62985983888086,381904.9431881346
2026-03-27T00:25:20+00:00,4695004.850767497,2370661.245581062,4233139.107200118,,,,-5055847.504254895,-1449659.0301687582,4233139.107200118,,,,39.00612384077804,-164.00085775933192,381780.19637557026
2026-03-27T00:25:30+00:00,4693115.829467064,2438304.035641287,4196685.912538644,,,,-5067761.566993524,-1512764.1782915988,4196685.912538644,,,,38.60944029480081,-163.37924795032,381655.34536721837
2026-03-27T00:25:40+00:00,4690619.799311682,2505631.459286431,4159688.349152895,,,,-5079114.743585402,-1575657.4922723542,4159688.349152895,,,,38.209010117661414,-162.76491521613494,381530.4538239548
2026-03-27T00:25:50+00:00,4687517.0588086,2572634.794842283,4122151.1947931275,,,,-5089905.221927905,-1638331.7112373372,4122151.1947931275,,,,37.80492540464547,-162.15774246558243,381405.585722534
2026-03-27T00:26:00+00:00,4683807.984996921,2639305.3627492846,4084079.297173127,,,,-5100131.2653343715,-1700779.560824057,4084079.297173127,,,,37.39727638726193,-161.55761194437002,381280.8053194769
